"Index","Symbol","Dividend_Date","Increase_Num","Increase_Year","Price_Date","Timeframe","Open","High","Low","Close"
"475","CLX",2021-07-27,4,2021,2021-07-26,"Before",184.440002441406,187.449996948242,183.410003662109,185.619995117188
"476","CLX",2021-07-27,4,2021,2021-07-27,"During",184.389999389648,186.320007324219,182.020004272461,182.830001831055
"477","CLX",2021-07-27,4,2021,2021-07-28,"After",181.860000610352,183.649993896484,181.050003051758,181.710006713867
"478","CLX",2020-07-28,5,2020,2020-07-27,"Before",226.800003051758,230.020004272461,226.800003051758,229.220001220703
"479","CLX",2020-07-28,5,2020,2020-07-28,"During",228.979995727539,230.470001220703,227.600006103516,228.550003051758
"480","CLX",2020-07-28,5,2020,2020-07-29,"After",229.550003051758,232.270004272461,228.820007324219,231
"481","CNI",2024-09-06,1,2024,2024-09-05,"Before",118.349998474121,118.849998474121,116.48999786377,117.339996337891
"482","CNI",2024-09-06,1,2024,2024-09-06,"During",116.620002746582,117.309997558594,114.430000305176,115.370002746582
"483","CNI",2024-09-06,1,2024,2024-09-09,"After",117.089996337891,117.720001220703,115.980003356934,117.199996948242
"484","CNI",2024-03-06,2,2024,2024-03-05,"Before",129.75,130.470001220703,129.300003051758,129.589996337891
"485","CNI",2024-03-06,2,2024,2024-03-06,"During",129.800003051758,129.869995117188,126.480003356934,126.949996948242
"486","CNI",2024-03-06,2,2024,2024-03-07,"After",127.589996337891,129.330001831055,127.199996948242,129.050003051758
"487","CNI",2023-12-06,3,2023,2023-12-05,"Before",118.040000915527,118.230003356934,117.069999694824,117.209999084473
"488","CNI",2023-12-06,3,2023,2023-12-06,"During",117.419998168945,118.419998168945,117.349998474121,117.809997558594
"489","CNI",2023-12-06,3,2023,2023-12-07,"After",118.330001831055,119.139999389648,117.279998779297,118.379997253418
"490","CNI",2023-06-08,4,2023,2023-06-07,"Before",114.949996948242,116.919998168945,113.809997558594,116.75
"491","CNI",2023-06-08,4,2023,2023-06-08,"During",116.790000915527,116.900001525879,114.400001525879,115.120002746582
"492","CNI",2023-06-08,4,2023,2023-06-09,"After",115.48999786377,115.699996948242,114,114.190002441406
"493","CNI",2022-06-08,5,2022,2022-06-07,"Before",116.519996643066,116.849998474121,115.069999694824,116.639999389648
"494","CNI",2022-06-08,5,2022,2022-06-08,"During",115.029998779297,116.080001831055,114.309997558594,114.870002746582
"495","CNI",2022-06-08,5,2022,2022-06-09,"After",114.199996948242,115.180000305176,112.690002441406,112.709999084473
"496","CSL",2024-08-20,1,2024,2024-08-19,"Before",405,409.179992675781,401.670013427734,408.130004882812
"497","CSL",2024-08-20,1,2024,2024-08-20,"During",407.869995117188,411.049987792969,402.070007324219,402.690002441406
"498","CSL",2024-08-20,1,2024,2024-08-21,"After",405.130004882812,413.399993896484,404.779998779297,413.079986572266
"499","CSL",2023-08-16,2,2023,2023-08-15,"Before",285.700012207031,286.559997558594,281.75,281.869995117188
"500","CSL",2023-08-16,2,2023,2023-08-16,"During",280.579986572266,283.760009765625,279.970001220703,280.100006103516
"501","CSL",2023-08-16,2,2023,2023-08-17,"After",280.559997558594,282.600006103516,271.470001220703,271.579986572266
"502","CSL",2022-08-17,3,2022,2022-08-16,"Before",314.170013427734,318.709991455078,313.399993896484,315.589996337891
"503","CSL",2022-08-17,3,2022,2022-08-17,"During",311.690002441406,315.179992675781,310.700012207031,314.070007324219
"504","CSL",2022-08-17,3,2022,2022-08-18,"After",314.279998779297,317.760009765625,313.230010986328,315.799987792969
"505","CSL",2021-08-17,4,2021,2021-08-16,"Before",207.25,210.220001220703,205.770004272461,209.020004272461
"506","CSL",2021-08-17,4,2021,2021-08-17,"During",207.570007324219,209.300003051758,204.720001220703,208.699996948242
"507","CSL",2021-08-17,4,2021,2021-08-18,"After",208.279998779297,209.779998779297,204.940002441406,205.119995117188
"508","CSL",2020-08-17,5,2020,2020-08-14,"Before",125.449996948242,127.129997253418,125.23999786377,125.830001831055
"509","CSL",2020-08-17,5,2020,2020-08-17,"During",125.150001525879,127.290000915527,124.889999389648,126.48999786377
"510","CSL",2020-08-17,5,2020,2020-08-18,"After",126.370002746582,126.98999786377,125.379997253418,126.059997558594
"511","CTAS",2024-05-14,1,2024,2024-05-13,"Before",175.744995117188,175.757507324219,172.477493286133,172.527496337891
"512","CTAS",2024-05-14,1,2024,2024-05-14,"During",172.264999389648,172.705001831055,171.122497558594,171.925003051758
"513","CTAS",2024-05-14,1,2024,2024-05-15,"After",172.452499389648,173.572494506836,172.452499389648,173.100006103516
"514","CTAS",2023-11-14,2,2023,2023-11-13,"Before",133.225006103516,134.399993896484,132.649993896484,134.067504882812
"515","CTAS",2023-11-14,2,2023,2023-11-14,"During",135.957504272461,137.065002441406,135.065002441406,136.634994506836
"516","CTAS",2023-11-14,2,2023,2023-11-15,"After",137.229995727539,137.895004272461,136.587493896484,136.809997558594
"517","CTAS",2023-08-14,3,2023,2023-08-11,"Before",122.5,122.962501525879,122.105003356934,122.502502441406
"518","CTAS",2023-08-14,3,2023,2023-08-14,"During",122.294998168945,123.512496948242,122.002502441406,123.362503051758
"519","CTAS",2023-08-14,3,2023,2023-08-15,"After",122.577499389648,122.970001220703,121.997497558594,122.165000915527
"520","CTAS",2022-08-12,4,2022,2022-08-11,"Before",108.3125,108.75,106.967498779297,107.410003662109
"521","CTAS",2022-08-12,4,2022,2022-08-12,"During",108.032501220703,108.762496948242,107.38500213623,108.559997558594
"522","CTAS",2022-08-12,4,2022,2022-08-15,"After",107.815002441406,109.925003051758,107.815002441406,109.757499694824
"523","CTAS",2021-11-12,5,2021,2021-11-11,"Before",108.862503051758,109.202499389648,108.207496643066,108.497497558594
"524","CTAS",2021-11-12,5,2021,2021-11-12,"During",108.930000305176,109.955001831055,108.17749786377,109.647499084473
"525","CTAS",2021-11-12,5,2021,2021-11-15,"After",109.82250213623,110.379997253418,108.977500915527,109.730003356934
"526","CTBI",2024-09-13,1,2024,2024-09-12,"Before",47.9199981689453,48.310001373291,47.5,47.9799995422363
"527","CTBI",2024-09-13,1,2024,2024-09-13,"During",48.2400016784668,48.7799987792969,47.6399993896484,48.5999984741211
"528","CTBI",2024-09-13,1,2024,2024-09-16,"After",48.8600006103516,49.3899993896484,48.4300003051758,49.25
"529","CTBI",2023-09-14,2,2023,2023-09-13,"Before",35.9000015258789,36.2400016784668,35.4199981689453,35.6699981689453
"530","CTBI",2023-09-14,2,2023,2023-09-14,"During",35.6100006103516,35.7400016784668,35.4500007629395,35.7400016784668
"531","CTBI",2023-09-14,2,2023,2023-09-15,"After",35.7599983215332,36.25,35,35.060001373291
"532","CTBI",2022-09-14,3,2022,2022-09-13,"Before",42.4599990844727,42.4599990844727,41.6500015258789,41.9799995422363
"533","CTBI",2022-09-14,3,2022,2022-09-14,"During",41.5999984741211,41.9599990844727,41.4000015258789,41.8199996948242
"534","CTBI",2022-09-14,3,2022,2022-09-15,"After",41.7700004577637,42.2200012207031,41.7599983215332,41.9099998474121
"535","CTBI",2021-09-14,4,2021,2021-09-13,"Before",40.5800018310547,40.7099990844727,40.0400009155273,40.6100006103516
"536","CTBI",2021-09-14,4,2021,2021-09-14,"During",40.3300018310547,40.3300018310547,39.2700004577637,39.4099998474121
"537","CTBI",2021-09-14,4,2021,2021-09-15,"After",39.5499992370605,39.9799995422363,39.4099998474121,39.7000007629395
"538","CTBI",2020-09-14,5,2020,2020-09-11,"Before",30.8400001525879,30.8600006103516,30.2900009155273,30.6399993896484
"539","CTBI",2020-09-14,5,2020,2020-09-14,"During",30.4899997711182,30.7099990844727,30.1700000762939,30.2900009155273
"540","CTBI",2020-09-14,5,2020,2020-09-15,"After",30.4400005340576,30.4699993133545,29.7700004577637,29.7900009155273
"541","CVX",2024-02-15,1,2024,2024-02-14,"Before",151.279998779297,152.199996948242,150.080001831055,151.009994506836
"542","CVX",2024-02-15,1,2024,2024-02-15,"During",149.910003662109,155.089996337891,149.669998168945,154.460006713867
"543","CVX",2024-02-15,1,2024,2024-02-16,"After",155.369995117188,155.770004272461,154.089996337891,154.630004882812
"544","CVX",2023-02-15,2,2023,2023-02-14,"Before",170.479995727539,173.509994506836,169.979995727539,172.320007324219
"545","CVX",2023-02-15,2,2023,2023-02-15,"During",169.399993896484,169.520004272461,167.5,169.009994506836
"546","CVX",2023-02-15,2,2023,2023-02-16,"After",168.190002441406,168.660003662109,166.399993896484,166.570007324219
"547","CVX",2022-02-15,3,2022,2022-02-14,"Before",137.940002441406,138.050003051758,135.050003051758,136.669998168945
"548","CVX",2022-02-15,3,2022,2022-02-15,"During",133.080001831055,134.839996337891,132.179992675781,134.259994506836
"549","CVX",2022-02-15,3,2022,2022-02-16,"After",134.949996948242,136.160003662109,133.759994506836,134.300003051758
"550","CVX",2021-05-18,4,2021,2021-05-17,"Before",109.089996337891,110.879997253418,108.970001220703,110.809997558594
"551","CVX",2021-05-18,4,2021,2021-05-18,"During",108.940002441406,109.059997558594,105.970001220703,106.180000305176
"552","CVX",2021-05-18,4,2021,2021-05-19,"After",103.819999694824,104.290000915527,101.970001220703,103.199996948242
"553","CVX",2020-02-14,5,2020,2020-02-13,"Before",111.370002746582,112.330001831055,111.230003356934,111.660003662109
"554","CVX",2020-02-14,5,2020,2020-02-14,"During",110.839996337891,110.970001220703,109.580001831055,110.080001831055
"555","CVX",2020-02-14,5,2020,2020-02-18,"After",109,110.269996643066,108.830001831055,110.23999786377
"556","CWT",2024-02-09,1,2024,2024-02-08,"Before",46.0499992370605,46.6800003051758,45.7000007629395,46.6599998474121
"557","CWT",2024-02-09,1,2024,2024-02-09,"During",46.3600006103516,47.3400001525879,46.060001373291,46.9900016784668
"558","CWT",2024-02-09,1,2024,2024-02-12,"After",47.1800003051758,48.1100006103516,47.0200004577637,47.8199996948242
"559","CWT",2023-02-03,2,2023,2023-02-02,"Before",62.7900009155273,63.9199981689453,62.689998626709,63.9199981689453
"560","CWT",2023-02-03,2,2023,2023-02-03,"During",63.4199981689453,63.439998626709,61.9300003051758,62.6699981689453
"561","CWT",2023-02-03,2,2023,2023-02-06,"After",62.689998626709,63.1100006103516,62.3899993896484,63.0299987792969
"562","CWT",2022-02-04,3,2022,2022-02-03,"Before",60.9300003051758,61.1399993896484,60.1599998474121,60.5
"563","CWT",2022-02-04,3,2022,2022-02-04,"During",61.2000007629395,61.6199989318848,58.7999992370605,59.7400016784668
"564","CWT",2022-02-04,3,2022,2022-02-07,"After",59.5099983215332,60.0699996948242,59.0999984741211,59.4599990844727
"565","CWT",2021-02-05,4,2021,2021-02-04,"Before",55.6300010681152,56.310001373291,55.2000007629395,56.0099983215332
"566","CWT",2021-02-05,4,2021,2021-02-05,"During",56.2200012207031,57.4799995422363,56,57.4799995422363
"567","CWT",2021-02-05,4,2021,2021-02-08,"After",57.7400016784668,58.0999984741211,57.0099983215332,57.8300018310547
"568","CWT",2020-02-07,5,2020,2020-02-06,"Before",54.1800003051758,54.2900009155273,53.8199996948242,54.0200004577637
"569","CWT",2020-02-07,5,2020,2020-02-07,"During",54.0099983215332,54.6699981689453,53.7000007629395,54.2900009155273
"570","CWT",2020-02-07,5,2020,2020-02-10,"After",54.4900016784668,55.0499992370605,54.3499984741211,54.9700012207031
"571","DCI",2024-06-17,1,2024,2024-06-14,"Before",73.2600021362305,73.2600021362305,71.0199966430664,71.6999969482422
"572","DCI",2024-06-17,1,2024,2024-06-17,"During",71.3000030517578,72.8499984741211,71.3000030517578,72.5199966430664
"573","DCI",2024-06-17,1,2024,2024-06-18,"After",72.5199966430664,73.2200012207031,72.25,72.6900024414062
"574","DCI",2023-06-06,2,2023,2023-06-05,"Before",59.4099998474121,59.4099998474121,58.1300010681152,58.4099998474121
"575","DCI",2023-06-06,2,2023,2023-06-06,"During",58.1500015258789,59.7599983215332,58.1500015258789,59.3400001525879
"576","DCI",2023-06-06,2,2023,2023-06-07,"After",59.3600006103516,61.7700004577637,59.3400001525879,61.4900016784668
"577","DCI",2022-06-08,3,2022,2022-06-07,"Before",52.9500007629395,53.689998626709,52.75,53.5
"578","DCI",2022-06-08,3,2022,2022-06-08,"During",52.8600006103516,53.2299995422363,52.5,52.75
"579","DCI",2022-06-08,3,2022,2022-06-09,"After",52.4500007629395,52.939998626709,52.0400009155273,52.0400009155273
"580","DCI",2021-06-09,4,2021,2021-06-08,"Before",62.6599998474121,63.2700004577637,61.9099998474121,63.1100006103516
"581","DCI",2021-06-09,4,2021,2021-06-09,"During",63.0200004577637,63.0200004577637,62.1599998474121,62.1699981689453
"582","DCI",2021-06-09,4,2021,2021-06-10,"After",62.6699981689453,62.810001373291,61.5499992370605,61.5999984741211
"583","DCI",2019-06-12,5,2019,2019-06-11,"Before",50.0499992370605,50.4300003051758,49.4599990844727,49.5499992370605
"584","DCI",2019-06-12,5,2019,2019-06-12,"During",49.2900009155273,49.560001373291,48.9300003051758,49.310001373291
"585","DCI",2019-06-12,5,2019,2019-06-13,"After",49.560001373291,49.9500007629395,49.0900001525879,49.7400016784668
"586","DOV",2024-08-30,1,2024,2024-08-29,"Before",183.479995727539,185.259994506836,181.759994506836,183.009994506836
"587","DOV",2024-08-30,1,2024,2024-08-30,"During",183.119995117188,186.169998168945,182.789993286133,186.029998779297
"588","DOV",2024-08-30,1,2024,2024-09-03,"After",185,185.5,179.190002441406,180.25
"589","DOV",2023-08-30,2,2023,2023-08-29,"Before",143.789993286133,146.919998168945,143.729995727539,146.589996337891
"590","DOV",2023-08-30,2,2023,2023-08-30,"During",146.5,148.539993286133,146.089996337891,148.240005493164
"591","DOV",2023-08-30,2,2023,2023-08-31,"After",148.470001220703,149.720001220703,148.229995727539,148.300003051758
"592","DOV",2022-08-30,3,2022,2022-08-29,"Before",127.01000213623,128.410003662109,126.720001220703,127.430000305176
"593","DOV",2022-08-30,3,2022,2022-08-30,"During",127.209999084473,127.610000610352,125.139999389648,126.029998779297
"594","DOV",2022-08-30,3,2022,2022-08-31,"After",126.639999389648,126.639999389648,124.379997253418,124.959999084473
"595","DOV",2021-08-30,4,2021,2021-08-27,"Before",174.880004882812,175.330001831055,174.259994506836,174.589996337891
"596","DOV",2021-08-30,4,2021,2021-08-30,"During",174.789993286133,176.399993896484,174.360000610352,175.789993286133
"597","DOV",2021-08-30,4,2021,2021-08-31,"After",175.690002441406,175.690002441406,174,174.360000610352
"598","DOV",2020-08-28,5,2020,2020-08-27,"Before",112.169998168945,112.449996948242,111.040000915527,111.519996643066
"599","DOV",2020-08-28,5,2020,2020-08-28,"During",111.160003662109,111.669998168945,110.230003356934,111.379997253418
"600","DOV",2020-08-28,5,2020,2020-08-31,"After",111,111.169998168945,109.410003662109,109.839996337891
"601","EBTC",2024-02-08,1,2024,2024-02-07,"Before",27.1499996185303,27.8500003814697,26.2399997711182,27.0100002288818
"602","EBTC",2024-02-08,1,2024,2024-02-08,"During",26.7600002288818,27.8600006103516,26.7600002288818,27.5300006866455
"603","EBTC",2024-02-08,1,2024,2024-02-09,"After",27.7099990844727,28,26.8600006103516,27.5100002288818
"604","EBTC",2023-02-07,2,2023,2023-02-06,"Before",35.8300018310547,36.1500015258789,35.6500015258789,35.8400001525879
"605","EBTC",2023-02-07,2,2023,2023-02-07,"During",35.7400016784668,36.0299987792969,35.7400016784668,35.9799995422363
"606","EBTC",2023-02-07,2,2023,2023-02-08,"After",35.7000007629395,35.7000007629395,35.1100006103516,35.310001373291
"607","EBTC",2022-02-07,3,2022,2022-02-04,"Before",40,40.0900001525879,38.7000007629395,39.8899993896484
"608","EBTC",2022-02-07,3,2022,2022-02-07,"During",39.4300003051758,39.9000015258789,38.9000015258789,39.5999984741211
"609","EBTC",2022-02-07,3,2022,2022-02-08,"After",39.5099983215332,40.25,38.7200012207031,39.8499984741211
"610","EBTC",2021-02-05,4,2021,2021-02-04,"Before",26.2600002288818,26.8899993896484,26.2600002288818,26.8700008392334
"611","EBTC",2021-02-05,4,2021,2021-02-05,"During",26.6900005340576,27.1200008392334,26.5100002288818,27.1200008392334
"612","EBTC",2021-02-05,4,2021,2021-02-08,"After",27.1200008392334,27.7000007629395,27.0100002288818,27.6800003051758
"613","EBTC",2020-02-07,5,2020,2020-02-06,"Before",31.6000003814697,31.7900009155273,31.0799999237061,31.0799999237061
"614","EBTC",2020-02-07,5,2020,2020-02-07,"During",31,31.1900005340576,30.3899993896484,30.6200008392334
"615","EBTC",2020-02-07,5,2020,2020-02-10,"After",30.7199993133545,30.8999996185303,30.5900001525879,30.8999996185303
"616","ECL",2024-12-17,1,2024,2024-12-16,"Before",250.830001831055,251.220001220703,248.009994506836,248.399993896484
"617","ECL",2024-12-17,1,2024,2024-12-17,"During",248.800003051758,253.869995117188,245.889999389648,246.169998168945
"618","ECL",2024-12-17,1,2024,2024-12-18,"After",244.949996948242,245.100006103516,237.449996948242,237.660003662109
"619","ECL",2023-12-18,2,2023,2023-12-15,"Before",195.789993286133,197.259994506836,194.850006103516,196.779998779297
"620","ECL",2023-12-18,2,2023,2023-12-18,"During",196.199996948242,197.389999389648,194.960006713867,196.75
"621","ECL",2023-12-18,2,2023,2023-12-19,"After",197.139999389648,198.190002441406,196.380004882812,196.839996337891
"622","ECL",2022-12-19,3,2022,2022-12-16,"Before",143.5,144.880004882812,141.589996337891,144.050003051758
"623","ECL",2022-12-19,3,2022,2022-12-19,"During",142.699996948242,143.699996948242,140.470001220703,141.210006713867
"624","ECL",2022-12-19,3,2022,2022-12-20,"After",141.270004272461,143.139999389648,140.130004882812,142.839996337891
"625","ECL",2021-12-13,4,2021,2021-12-10,"Before",232.369995117188,232.690002441406,230.759994506836,232.009994506836
"626","ECL",2021-12-13,4,2021,2021-12-13,"During",231.169998168945,232.899993896484,228.570007324219,231.440002441406
"627","ECL",2021-12-13,4,2021,2021-12-14,"After",231.419998168945,231.669998168945,228,228.880004882812
"628","ECL",2020-12-14,5,2020,2020-12-11,"Before",221.929992675781,224.5,220.279998779297,221.25
"629","ECL",2020-12-14,5,2020,2020-12-14,"During",222.240005493164,222.789993286133,216.619995117188,217
"630","ECL",2020-12-14,5,2020,2020-12-15,"After",219.449996948242,224.089996337891,218.080001831055,222.949996948242
"631","ED",2024-02-13,1,2024,2024-02-12,"Before",89.0800018310547,89.5599975585938,88.4400024414062,89.4499969482422
"632","ED",2024-02-13,1,2024,2024-02-13,"During",88.4599990844727,88.8600006103516,85.9300003051758,86.6699981689453
"633","ED",2024-02-13,1,2024,2024-02-14,"After",87.0400009155273,87.4100036621094,86.4499969482422,86.8399963378906
"634","ED",2023-02-14,2,2023,2023-02-13,"Before",92.3899993896484,92.9100036621094,92.1900024414062,92.8000030517578
"635","ED",2023-02-14,2,2023,2023-02-14,"During",91.9599990844727,92.4100036621094,91.0299987792969,91.0999984741211
"636","ED",2023-02-14,2,2023,2023-02-15,"After",90.75,91.2699966430664,90.4000015258789,91.1999969482422
"637","ED",2022-02-15,3,2022,2022-02-14,"Before",84.370002746582,84.7099990844727,82.1100006103516,83.0199966430664
"638","ED",2022-02-15,3,2022,2022-02-15,"During",82.620002746582,82.8899993896484,80.9199981689453,81.3600006103516
"639","ED",2022-02-15,3,2022,2022-02-16,"After",81.25,81.5699996948242,80.1100006103516,81.0800018310547
"640","ED",2021-02-16,4,2021,2021-02-12,"Before",71.870002746582,72.0899963378906,70.6999969482422,71.0599975585938
"641","ED",2021-02-16,4,2021,2021-02-16,"During",70.2600021362305,70.4899978637695,69.4000015258789,70.0500030517578
"642","ED",2021-02-16,4,2021,2021-02-17,"After",70.1600036621094,70.5199966430664,69.6900024414062,70.1600036621094
"643","ED",2020-02-18,5,2020,2020-02-14,"Before",93.9199981689453,94.4800033569336,93.75,94.3000030517578
"644","ED",2020-02-18,5,2020,2020-02-18,"During",93.7200012207031,94.5800018310547,93.629997253418,94.3499984741211
"645","ED",2020-02-18,5,2020,2020-02-19,"After",94.2699966430664,94.5800018310547,93.7399978637695,93.879997253418
"646","EMR",2024-11-15,1,2024,2024-11-14,"Before",129.770004272461,130.75,128.919998168945,129
"647","EMR",2024-11-15,1,2024,2024-11-15,"During",128.460006713867,129.119995117188,126.529998779297,126.779998779297
"648","EMR",2024-11-15,1,2024,2024-11-18,"After",126.930000305176,129.470001220703,126.830001831055,129.160003662109
"649","EMR",2023-11-16,2,2023,2023-11-15,"Before",88.4199981689453,89.4000015258789,88.0899963378906,88.370002746582
"650","EMR",2023-11-16,2,2023,2023-11-16,"During",87.7399978637695,88.2399978637695,87.1699981689453,87.5
"651","EMR",2023-11-16,2,2023,2023-11-17,"After",87.9499969482422,89.4199981689453,87.7300033569336,89.2699966430664
"652","EMR",2022-11-09,3,2022,2022-11-08,"Before",91.129997253418,92.9300003051758,90.5299987792969,91.2600021362305
"653","EMR",2022-11-09,3,2022,2022-11-09,"During",90.1100006103516,92.25,89.9899978637695,90.120002746582
"654","EMR",2022-11-09,3,2022,2022-11-10,"After",92.7799987792969,94.2099990844727,91.7900009155273,94
"655","EMR",2021-11-10,4,2021,2021-11-09,"Before",98,98.5400009155273,96.8399963378906,97.5
"656","EMR",2021-11-10,4,2021,2021-11-10,"During",96.9300003051758,97.4899978637695,96.4300003051758,97.0299987792969
"657","EMR",2021-11-10,4,2021,2021-11-11,"After",97.5299987792969,97.6100006103516,96.7399978637695,97.2900009155273
"658","EMR",2020-11-12,5,2020,2020-11-11,"Before",77.1800003051758,77.4000015258789,74.7799987792969,74.9000015258789
"659","EMR",2020-11-12,5,2020,2020-11-12,"During",74.4199981689453,74.75,73.4700012207031,74.2300033569336
"660","EMR",2020-11-12,5,2020,2020-11-13,"After",74.6100006103516,75.9199981689453,74.6100006103516,75.8099975585938
"661","ENB",2024-05-14,1,2024,2024-05-13,"Before",38.0800018310547,38.1100006103516,37.5999984741211,37.8300018310547
"662","ENB",2024-05-14,1,2024,2024-05-14,"During",36.9199981689453,37.2200012207031,36.7000007629395,36.9900016784668
"663","ENB",2024-05-14,1,2024,2024-05-15,"After",37.0999984741211,37.2400016784668,36.7900009155273,36.9900016784668
"664","ENB",2023-08-14,2,2023,2023-08-11,"Before",36.5,36.8800010681152,36.4099998474121,36.7200012207031
"665","ENB",2023-08-14,2,2023,2023-08-14,"During",36.0499992370605,36.2200012207031,35.439998626709,35.5900001525879
"666","ENB",2023-08-14,2,2023,2023-08-15,"After",35.4199981689453,35.5200004577637,34.689998626709,34.7200012207031
"667","ENB",2023-02-14,3,2023,2023-02-13,"Before",40.5800018310547,40.9199981689453,40.4500007629395,40.9000015258789
"668","ENB",2023-02-14,3,2023,2023-02-14,"During",40.0400009155273,40.1100006103516,39.4599990844727,39.7700004577637
"669","ENB",2023-02-14,3,2023,2023-02-15,"After",39.3699989318848,39.6100006103516,39.2000007629395,39.5099983215332
"670","ENB",2022-08-12,4,2022,2022-08-11,"Before",44.2099990844727,44.5800018310547,44.0999984741211,44.2799987792969
"671","ENB",2022-08-12,4,2022,2022-08-12,"During",43.5800018310547,43.6599998474121,43.2400016784668,43.5099983215332
"672","ENB",2022-08-12,4,2022,2022-08-15,"After",42.6800003051758,42.8899993896484,42.4199981689453,42.7200012207031
"673","ENB",2022-02-14,5,2022,2022-02-11,"Before",43.1599998474121,43.7200012207031,42.8300018310547,43.5999984741211
"674","ENB",2022-02-14,5,2022,2022-02-14,"During",42.2999992370605,42.4799995422363,41.1199989318848,41.4500007629395
"675","ENB",2022-02-14,5,2022,2022-02-15,"After",41.1599998474121,41.5,40.8300018310547,41.2999992370605
"676","EPD",2024-07-31,1,2024,2024-07-30,"Before",29.8299999237061,29.8600006103516,28.7700004577637,29.5599994659424
"677","EPD",2024-07-31,1,2024,2024-07-31,"During",29.0599994659424,29.1299991607666,28.7900009155273,28.8600006103516
"678","EPD",2024-07-31,1,2024,2024-08-01,"After",28.9799995422363,29,28.3700008392334,28.5599994659424
"679","EPD",2024-01-30,2,2024,2024-01-29,"Before",27.4400005340576,27.5200004577637,27.1599998474121,27.4699993133545
"680","EPD",2024-01-30,2,2024,2024-01-30,"During",26.8999996185303,27.0599994659424,26.8700008392334,27.0300006866455
"681","EPD",2024-01-30,2,2024,2024-01-31,"After",27,27.1000003814697,26.7600002288818,26.7600002288818
"682","EPD",2023-07-28,3,2023,2023-07-27,"Before",27.0200004577637,27.0400009155273,26.8099994659424,26.9300003051758
"683","EPD",2023-07-28,3,2023,2023-07-28,"During",26.4599990844727,26.5100002288818,26.2800006866455,26.4500007629395
"684","EPD",2023-07-28,3,2023,2023-07-31,"After",26.3899993896484,26.6200008392334,26.3500003814697,26.5100002288818
"685","EPD",2023-01-30,4,2023,2023-01-27,"Before",26.4500007629395,26.5599994659424,26.2800006866455,26.5300006866455
"686","EPD",2023-01-30,4,2023,2023-01-30,"During",26.0699996948242,26.0900001525879,25.4200000762939,25.5900001525879
"687","EPD",2023-01-30,4,2023,2023-01-31,"After",25.5,25.6000003814697,25.2800006866455,25.6000003814697
"688","EPD",2022-07-28,5,2022,2022-07-27,"Before",26.2000007629395,26.5900001525879,25.9400005340576,26.5100002288818
"689","EPD",2022-07-28,5,2022,2022-07-28,"During",26.3600006103516,26.5100002288818,26,26.4099998474121
"690","EPD",2022-07-28,5,2022,2022-07-29,"After",26.6200008392334,27.0599994659424,26.5200004577637,26.7299995422363
"691","ERIE",2024-01-05,1,2024,2024-01-04,"Before",332.649993896484,338,332.649993896484,334.010009765625
"692","ERIE",2024-01-05,1,2024,2024-01-05,"During",333.040008544922,334.5,329.790008544922,329.809997558594
"693","ERIE",2024-01-05,1,2024,2024-01-08,"After",330.869995117188,330.869995117188,324.959991455078,328.940002441406
"694","ERIE",2023-01-04,2,2023,2023-01-03,"Before",248.529998779297,249.880004882812,242.130004882812,244.449996948242
"695","ERIE",2023-01-04,2,2023,2023-01-04,"During",244.130004882812,248.100006103516,240.270004272461,242.229995727539
"696","ERIE",2023-01-04,2,2023,2023-01-05,"After",242.350006103516,249.130004882812,241.800003051758,243.779998779297
"697","ERIE",2022-01-04,3,2022,2022-01-03,"Before",192.699996948242,195.25,190.660003662109,193.050003051758
"698","ERIE",2022-01-04,3,2022,2022-01-04,"During",193.009994506836,193.899993896484,191.339996337891,191.550003051758
"699","ERIE",2022-01-04,3,2022,2022-01-05,"After",190.710006713867,192.160003662109,187.990005493164,188.25
"700","ERIE",2020-12-18,4,2020,2020-12-17,"Before",246.770004272461,249.550003051758,245.029998779297,247.679992675781
"701","ERIE",2020-12-18,4,2020,2020-12-18,"During",247.259994506836,248.639999389648,243.830001831055,247.649993896484
"702","ERIE",2020-12-18,4,2020,2020-12-21,"After",247.399993896484,250.949996948242,244.850006103516,248.470001220703
"703","ERIE",2020-01-06,5,2020,2020-01-03,"Before",163.169998168945,167.630004882812,163.169998168945,166.949996948242
"704","ERIE",2020-01-06,5,2020,2020-01-06,"During",164.539993286133,168.020004272461,163.759994506836,167.559997558594
"705","ERIE",2020-01-06,5,2020,2020-01-07,"After",167.550003051758,167.690002441406,164.869995117188,166.25
"706","ES",2024-03-04,1,2024,2024-03-01,"Before",58.7000007629395,59.0299987792969,57.5299987792969,58.4099998474121
"707","ES",2024-03-04,1,2024,2024-03-04,"During",57.2799987792969,59.25,56.7599983215332,58.9099998474121
"708","ES",2024-03-04,1,2024,2024-03-05,"After",59.0999984741211,59.7299995422363,58.1100006103516,58.1399993896484
"709","ES",2023-03-01,2,2023,2023-02-28,"Before",76.7200012207031,77.1699981689453,75.3099975585938,75.3600006103516
"710","ES",2023-03-01,2,2023,2023-03-01,"During",74.0199966430664,74.6800003051758,72.9300003051758,73.1699981689453
"711","ES",2023-03-01,2,2023,2023-03-02,"After",73,74.3499984741211,72.8399963378906,74.1500015258789
"712","ES",2022-03-02,3,2022,2022-03-01,"Before",81.8899993896484,82.4000015258789,79.7600021362305,80.4400024414062
"713","ES",2022-03-02,3,2022,2022-03-02,"During",80,81,79.4700012207031,80.75
